Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A815263,,03/12/2020 01:17:00 PM,03/12/2020 01:17:00 PM,Austin (TX),Public Assist,Nursing,Dog,Intact Female,0 years,Labrador Retriever,Blue/White,,03/24/2020 03:02:00 PM,03/24/2020 03:02:00 PM,03/13/2020,Dog,Intact Female,1 weeks,Labrador Retriever,Blue/White,0.0
A815262,Jaeger,03/13/2020 10:30:00 AM,03/13/2020 10:30:00 AM,2501 Wickersham Lane in Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,Border Collie,Black/White,Jaeger,03/13/2020 11:18:00 AM,03/13/2020 11:18:00 AM,03/13/2019,Dog,Neutered Male,1 year,Border Collie,Black/White,0.0
A815261,Indie,03/13/2020 10:30:00 AM,03/13/2020 10:30:00 AM,2501 Wickersham Lane in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,German Shepherd,Red/Brown,Indie,03/13/2020 11:17:00 AM,03/13/2020 11:17:00 AM,03/13/2019,Dog,Intact Male,1 year,German Shepherd,Red/Brown,0.0
A815258,,03/13/2020 09:45:00 AM,03/13/2020 09:45:00 AM,7301 Ritchie Dr in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Toy Poodle,White,,03/19/2020 12:06:00 PM,03/19/2020 12:06:00 PM,03/13/2017,Dog,Spayed Female,3 years,Toy Poodle,White,0.0
A815255,,03/13/2020 07:09:00 AM,03/13/2020 07:09:00 AM,South Congress in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby,,03/13/2020 01:02:00 PM,03/13/2020 01:02:00 PM,03/13/2018,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby,1.0
A815253,Manny,03/12/2020 07:02:00 PM,03/12/2020 07:02:00 PM,8054 Exchange Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,12 years,Pit Bull,Red,Manny,03/13/2020 05:00:00 PM,03/13/2020 05:00:00 PM,03/13/2008,Dog,Neutered Male,12 years,Pit Bull,Red,0.0
A815252,Kitty Cat,03/12/2020 06:50:00 PM,03/12/2020 06:50:00 PM,11944 Sunhillow in Austin (TX),Stray,Injured,Cat,Intact Male,3 years,Domestic Shorthair,Orange Tabby,Kitty Cat,03/13/2020 12:54:00 PM,03/13/2020 12:54:00 PM,03/12/2017,Cat,Intact Male,3 years,Domestic Shorthair,Orange Tabby,1.0
A815250,*Archie,03/12/2020 06:28:00 PM,03/12/2020 06:28:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Pit Bull Mix,Blue/White,*Archie,03/14/2020 01:03:00 PM,03/14/2020 01:03:00 PM,12/28/2019,Dog,Intact Male,2 months,Pit Bull Mix,Blue/White,0.0
A815248,Clifford,03/12/2020 05:07:00 PM,03/12/2020 05:07:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Scottish Terrier/Standard Schnauzer,Black,Clifford,03/16/2020 01:09:00 PM,03/16/2020 01:09:00 PM,03/12/2016,Dog,Neutered Male,4 years,Scottish Terrier/Standard Schnauzer,Black,0.0
A815238,,03/12/2020 04:29:00 PM,03/12/2020 04:29:00 PM,3101 Shoreline Dr in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,03/12/2020 04:32:00 PM,03/12/2020 04:32:00 PM,03/12/2018,Other,Unknown,2 years,Bat,Brown,1.0
A815236,Biggie,03/13/2020 11:39:00 AM,03/13/2020 11:39:00 AM,Austin (TX),Owner Surrender,Sick,Dog,Neutered Male,9 years,English Bulldog,White/Brown Brindle,Biggie,03/13/2020 04:26:00 PM,03/13/2020 04:26:00 PM,03/12/2011,Dog,Neutered Male,9 years,English Bulldog,White/Brown Brindle,1.0
A815231,,03/12/2020 03:05:00 PM,03/12/2020 03:05:00 PM,10501 Berthound Drive in Austin (TX),Stray,Normal,Other,Unknown,1 year,Rabbit Sh,Seal Point/White,,03/19/2020 06:00:00 PM,03/19/2020 06:00:00 PM,03/12/2019,Other,Unknown,1 year,Rabbit Sh,Seal Point/White,0.0
A815229,Precious,03/12/2020 01:17:00 PM,03/12/2020 01:17:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Labrador Retriever,Black/White,Precious,03/24/2020 03:02:00 PM,03/24/2020 03:02:00 PM,03/12/2019,Dog,Intact Female,1 year,Labrador Retriever,Black/White,0.0
A815227,,03/12/2020 01:52:00 PM,03/12/2020 01:52:00 PM,12305 Zeller Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Norfolk Terrier,Brown/Cream,,03/13/2020 02:50:00 PM,03/13/2020 02:50:00 PM,01/12/2020,Dog,Intact Female,1 month,Norfolk Terrier,Brown/Cream,0.0
A815226,,03/12/2020 01:17:00 PM,03/12/2020 01:17:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 weeks,Labrador Retriever,Blue/White,,03/24/2020 03:00:00 PM,03/24/2020 03:00:00 PM,02/28/2020,Dog,Intact Male,3 weeks,Labrador Retriever,Blue/White,0.0
A815225,,03/12/2020 01:17:00 PM,03/12/2020 01:17:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 weeks,Labrador Retriever,Blue/White,,03/24/2020 03:01:00 PM,03/24/2020 03:01:00 PM,02/28/2020,Dog,Intact Male,3 weeks,Labrador Retriever,Blue/White,0.0
A815224,,03/12/2020 01:17:00 PM,03/12/2020 01:17:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,1 weeks,Labrador Retriever,Blue,,03/24/2020 03:01:00 PM,03/24/2020 03:01:00 PM,02/28/2020,Dog,Intact Female,3 weeks,Labrador Retriever,Blue,0.0
A815221,,03/12/2020 01:17:00 PM,03/12/2020 01:17:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 weeks,Labrador Retriever,Blue/White,,03/24/2020 03:01:00 PM,03/24/2020 03:01:00 PM,02/28/2020,Dog,Intact Male,3 weeks,Labrador Retriever,Blue/White,0.0
A815220,,03/12/2020 01:17:00 PM,03/12/2020 01:17:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 weeks,Labrador Retriever,Black/White,,03/24/2020 03:00:00 PM,03/24/2020 03:00:00 PM,02/28/2020,Dog,Intact Male,3 weeks,Labrador Retriever,Black/White,0.0
A815219,,03/12/2020 01:17:00 PM,03/12/2020 01:17:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,1 weeks,Labrador Retriever,Sable,,03/24/2020 03:00:00 PM,03/24/2020 03:00:00 PM,02/28/2020,Dog,Intact Female,3 weeks,Labrador Retriever,Sable,0.0
A815218,,03/12/2020 01:17:00 PM,03/12/2020 01:17:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,1 weeks,Labrador Retriever,Black,,03/24/2020 02:59:00 PM,03/24/2020 02:59:00 PM,02/28/2020,Dog,Intact Female,3 weeks,Labrador Retriever,Black,0.0
A815217,*Charlie Brown,03/12/2020 01:32:00 PM,03/12/2020 01:32:00 PM,Highway 71 And Fm 973 in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Pit Bull Mix,Brown/White,*Charlie Brown,03/26/2020 02:55:00 PM,03/26/2020 02:55:00 PM,04/12/2019,Dog,Neutered Male,11 months,Pit Bull Mix,Brown/White,0.0
A815216,Prieta,03/12/2020 01:17:00 PM,03/12/2020 01:17:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Labrador Retriever,Black,Prieta,03/24/2020 03:01:00 PM,03/24/2020 03:01:00 PM,03/12/2017,Dog,Intact Female,3 years,Labrador Retriever,Black,0.0
A815215,,03/12/2020 01:11:00 PM,03/12/2020 01:11:00 PM,12401 Bedrock Trail in Austin (TX),Stray,Normal,Cat,Intact Male,7 years,Domestic Shorthair,Black,,03/17/2020 11:45:00 AM,03/17/2020 11:45:00 AM,03/12/2013,Cat,Intact Male,7 years,Domestic Shorthair,Black,0.0
A815214,,03/12/2020 12:53:00 PM,03/12/2020 12:53:00 PM,Creedmoor (TX),Stray,Normal,Dog,Intact Male,1 year,Pug/Beagle,Brown,,03/16/2020 04:42:00 PM,03/16/2020 04:42:00 PM,03/12/2019,Dog,Neutered Male,1 year,Pug/Beagle,Brown,0.0
A815212,,03/12/2020 12:33:00 PM,03/12/2020 12:33:00 PM,1211 Dobie Drive in Austin (TX),Abandoned,Normal,Dog,Intact Female,4 weeks,Australian Shepherd Mix,Tan/White,,03/15/2020 05:28:00 PM,03/15/2020 05:28:00 PM,02/12/2020,Dog,Intact Female,4 weeks,Australian Shepherd Mix,Tan/White,1.0
A815210,,03/12/2020 12:31:00 PM,03/12/2020 12:31:00 PM,14233 The Lakes Boulevard in Travis (TX),Stray,Normal,Dog,Intact Female,2 months,Catahoula,Blue Merle/Tan,,03/16/2020 05:30:00 PM,03/16/2020 05:30:00 PM,12/12/2019,Dog,Spayed Female,3 months,Catahoula,Blue Merle/Tan,0.0
A815207,,03/12/2020 12:17:00 PM,03/12/2020 12:17:00 PM,Menchaca Drive And Wilcott Court in Austin (TX),Stray,Normal,Other,Unknown,1 year,Lizard,Brown,,03/16/2020 05:33:00 PM,03/16/2020 05:33:00 PM,03/12/2019,Other,Unknown,1 year,Lizard,Brown,0.0
A815204,Laskie,03/12/2020 11:45:00 AM,03/12/2020 11:45:00 AM,714 Turtle Creek in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever/Alaskan Husky,Chocolate/White,Laskie,03/17/2020 03:57:00 PM,03/17/2020 03:57:00 PM,03/12/2019,Dog,Spayed Female,1 year,Labrador Retriever/Alaskan Husky,Chocolate/White,0.0
A815203,Lexis,03/12/2020 11:32:00 AM,03/12/2020 11:32:00 AM,4701 Whirlaway in Travis (TX),Public Assist,Pregnant,Dog,Intact Female,2 years,Boxer,Brown/Black,Lexis,03/24/2020 01:36:00 PM,03/24/2020 01:36:00 PM,03/12/2018,Dog,Intact Female,2 years,Boxer,Brown/Black,0.0
A815200,Dog,03/12/2020 11:32:00 AM,03/12/2020 11:32:00 AM,4701 Whirlaway in Travis (TX),Public Assist,Pregnant,Dog,Intact Female,2 years,Labrador Retriever,Yellow,Dog,03/24/2020 01:36:00 PM,03/24/2020 01:36:00 PM,03/12/2018,Dog,Intact Female,2 years,Labrador Retriever,Yellow,0.0
A815193,Scooter,03/12/2020 09:37:00 AM,03/12/2020 09:37:00 AM,1406 Dale Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,11 months,Pit Bull,Brown Brindle,Scooter,03/15/2020 03:23:00 PM,03/15/2020 03:23:00 PM,04/12/2019,Dog,Neutered Male,11 months,Pit Bull,Brown Brindle,0.0
A815191,,03/12/2020 07:43:00 AM,03/12/2020 07:43:00 AM,William Cannon And Stonleigh Pl in Austin (TX),Stray,Injured,Dog,Unknown,2 years,Alaskan Husky,Black/White,,03/12/2020 04:26:00 PM,03/12/2020 04:26:00 PM,03/12/2018,Dog,Unknown,2 years,Alaskan Husky,Black/White,1.0
A815187,,03/11/2020 10:14:00 PM,03/11/2020 10:14:00 PM,2525 Brockton Ave in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,,03/12/2020 06:42:00 PM,03/12/2020 06:42:00 PM,03/11/2018,Other,Unknown,2 years,Bat,Brown/Brown,1.0
A815185,,03/11/2020 06:51:00 PM,03/11/2020 06:51:00 PM,5145 North Fm 620 Road in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Medium Hair,Orange Tabby,,03/15/2020 10:03:00 AM,03/15/2020 10:03:00 AM,03/11/2019,Cat,Unknown,1 year,Domestic Medium Hair,Orange Tabby,0.0
A815184,,03/11/2020 08:39:00 PM,03/11/2020 08:39:00 PM,1905 Aldrich St in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,,03/12/2020 06:43:00 PM,03/12/2020 06:43:00 PM,03/11/2019,Other,Unknown,1 year,Bat,Brown,1.0
A815183,,03/11/2020 05:52:00 PM,03/11/2020 05:52:00 PM,Northtown Boulevard And The Lakes Boulevard in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Papillon,Brown,,03/15/2020 02:17:00 PM,03/15/2020 02:17:00 PM,03/11/2013,Dog,Neutered Male,7 years,Papillon,Brown,0.0
A815182,,03/11/2020 05:21:00 PM,03/11/2020 05:21:00 PM,West Lola Drive And Georgian Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Pointer,Chocolate/White,,03/15/2020 01:14:00 PM,03/15/2020 01:14:00 PM,01/07/2020,Dog,Spayed Female,2 months,Pointer,Chocolate/White,0.0
A815179,Blanco,03/11/2020 04:50:00 PM,03/11/2020 04:50:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull,White,Blanco,03/11/2020 08:56:00 PM,03/11/2020 08:56:00 PM,03/11/2016,Dog,Intact Male,4 years,Pit Bull,White,0.0
A815176,*Falkor,03/11/2020 04:03:00 PM,03/11/2020 04:03:00 PM,815 West Slaughter Lane Apt 436 in Austin (TX),Stray,Medical,Dog,Intact Male,1 month,Great Pyrenees Mix,White,*Falkor,03/16/2020 11:26:00 AM,03/16/2020 11:26:00 AM,01/11/2020,Dog,Intact Male,2 months,Great Pyrenees Mix,White,0.0
A815174,Coco,03/11/2020 03:25:00 PM,03/11/2020 03:25:00 PM,13420 William Mckinnley Way in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair,Tan/White,Coco,03/13/2020 05:24:00 PM,03/13/2020 05:24:00 PM,03/11/2019,Dog,Intact Female,1 year,Chihuahua Shorthair,Tan/White,0.0
A815172,,03/11/2020 03:09:00 PM,03/11/2020 03:09:00 PM,501 E 8Th St in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,03/12/2020 06:43:00 PM,03/12/2020 06:43:00 PM,03/11/2018,Other,Unknown,2 years,Bat,Brown,1.0
A815171,,03/11/2020 02:44:00 PM,03/11/2020 02:44:00 PM,S Congress in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Pit Bull,Yellow Brindle/White,,03/15/2020 05:19:00 PM,03/15/2020 05:19:00 PM,01/17/2020,Dog,Neutered Male,1 month,Pit Bull,Yellow Brindle/White,0.0
A815166,,03/11/2020 02:44:00 PM,03/11/2020 02:44:00 PM,S Congress in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Tan/White,,03/21/2020 02:54:00 PM,03/21/2020 02:54:00 PM,01/17/2020,Dog,Spayed Female,2 months,Labrador Retriever Mix,Tan/White,0.0
A815165,,03/11/2020 02:44:00 PM,03/11/2020 02:44:00 PM,S Congress in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Pit Bull,Brown Brindle/White,,03/15/2020 04:58:00 PM,03/15/2020 04:58:00 PM,01/17/2020,Dog,Neutered Male,1 month,Pit Bull,Brown Brindle/White,0.0
A815164,,03/11/2020 02:55:00 PM,03/11/2020 02:55:00 PM,505 E Huntland Dr in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat,Brown,,03/12/2020 09:44:00 AM,03/12/2020 09:44:00 AM,03/11/2018,Other,Unknown,2 years,Bat,Brown,1.0
A815163,Chato,03/11/2020 02:41:00 PM,03/11/2020 02:41:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,5 months,Pit Bull,Fawn/White,Chato,03/14/2020 01:56:00 PM,03/14/2020 01:56:00 PM,09/11/2019,Dog,Neutered Male,6 months,Pit Bull,Fawn/White,0.0
A815162,,03/11/2020 02:44:00 PM,03/11/2020 02:44:00 PM,S Congress in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Pit Bull,Brown Brindle/White,,03/15/2020 04:58:00 PM,03/15/2020 04:58:00 PM,01/17/2020,Dog,Neutered Male,1 month,Pit Bull,Brown Brindle/White,0.0
A815160,,03/11/2020 02:43:00 PM,03/11/2020 02:43:00 PM,1443 Coronado Hills in Austin (TX),Stray,Sick,Cat,Intact Male,5 years,Domestic Shorthair,Blue Tabby/White,,03/15/2020 04:25:00 PM,03/15/2020 04:25:00 PM,03/11/2015,Cat,Intact Male,5 years,Domestic Shorthair,Blue Tabby/White,1.0
A815159,,03/11/2020 02:22:00 PM,03/11/2020 02:22:00 PM,21318 Secretariat Ridge in Travis (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby,,03/12/2020 12:23:00 PM,03/12/2020 12:23:00 PM,03/11/2019,Cat,Intact Male,,Domestic Shorthair,Orange Tabby,1.0
A815158,Pepper,03/11/2020 02:25:00 PM,03/11/2020 02:25:00 PM,40Th & Red River in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Boston Terrier,Black/White,Pepper,03/11/2020 06:08:00 PM,03/11/2020 06:08:00 PM,03/11/2013,Dog,Spayed Female,7 years,Boston Terrier,Black/White,0.0
A815157,*Archibald,03/11/2020 02:06:00 PM,03/11/2020 02:06:00 PM,707 West 10Th Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby,*Archibald,03/26/2020 01:37:00 PM,03/26/2020 01:37:00 PM,03/11/2019,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby,0.0
A815152,,03/11/2020 02:01:00 PM,03/11/2020 02:01:00 PM,1817 E Oltorf Street in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,03/12/2020 06:44:00 PM,03/12/2020 06:44:00 PM,03/11/2018,Other,Unknown,2 years,Bat,Brown,1.0
A815148,Perrota,03/11/2020 01:31:00 PM,03/11/2020 01:31:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,German Shepherd,Red/White,Perrota,03/24/2020 01:37:00 PM,03/24/2020 01:37:00 PM,03/11/2012,Dog,Spayed Female,8 years,German Shepherd,Red/White,0.0
A815147,Marley,03/11/2020 01:10:00 PM,03/11/2020 01:10:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Shorthair,Black,Marley,03/12/2020 05:13:00 PM,03/12/2020 05:13:00 PM,03/11/2010,Cat,Spayed Female,10 years,Domestic Shorthair,Black,0.0
A815129,,03/11/2020 11:55:00 AM,03/11/2020 11:55:00 AM,13712 Fm 969 in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Mastiff,Black/White,,03/15/2020 06:59:00 PM,03/15/2020 06:59:00 PM,12/27/2019,Dog,Spayed Female,2 months,Mastiff,Black/White,0.0
A815128,,03/11/2020 11:55:00 AM,03/11/2020 11:55:00 AM,13712 Fm 969 in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Mastiff,Black/White,,03/16/2020 04:52:00 PM,03/16/2020 04:52:00 PM,01/02/2020,Dog,Spayed Female,2 months,Mastiff,Black/White,0.0
A815127,,03/11/2020 11:55:00 AM,03/11/2020 11:55:00 AM,13712 Fm 969 in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Mastiff,Black/White,,03/15/2020 04:45:00 PM,03/15/2020 04:45:00 PM,12/27/2019,Dog,Spayed Female,2 months,Mastiff,Black/White,0.0
A815126,Dolla,03/11/2020 12:01:00 PM,03/11/2020 12:01:00 PM,Banister & Southridge in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull,Brown Brindle,Dolla,03/11/2020 01:35:00 PM,03/11/2020 01:35:00 PM,03/11/2016,Dog,Intact Male,4 years,Pit Bull,Brown Brindle,0.0
A815125,,03/11/2020 11:46:00 AM,03/11/2020 11:46:00 AM,1300 Broadmoor Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd/Alaskan Husky,Brown/Tan,,03/15/2020 04:59:00 PM,03/15/2020 04:59:00 PM,03/11/2019,Dog,Neutered Male,1 year,German Shepherd/Alaskan Husky,Brown/Tan,0.0
A815123,*Tegan,03/11/2020 11:31:00 AM,03/11/2020 11:31:00 AM,6116 Marigold in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Blue/White,*Tegan,03/17/2020 02:11:00 PM,03/17/2020 02:11:00 PM,03/11/2019,Dog,Intact Male,1 year,Pit Bull,Blue/White,0.0
A815122,,03/11/2020 11:16:00 AM,03/11/2020 11:16:00 AM,7902 Tonopa Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund/Cardigan Welsh Corgi,Black/Tan,,03/17/2020 12:59:00 PM,03/17/2020 12:59:00 PM,03/11/2019,Dog,Neutered Male,1 year,Dachshund/Cardigan Welsh Corgi,Black/Tan,0.0
A815114,,03/11/2020 08:46:00 AM,03/11/2020 08:46:00 AM,9185 Research in Austin (TX),Stray,Injured,Cat,Unknown,2 years,Domestic Shorthair,Black,,03/11/2020 04:25:00 PM,03/11/2020 04:25:00 PM,03/11/2018,Cat,Unknown,2 years,Domestic Shorthair,Black,1.0
A815112,,03/11/2020 08:22:00 AM,03/11/2020 08:22:00 AM,Jones And Saddle Pass in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair,Tan/White,,03/13/2020 05:32:00 PM,03/13/2020 05:32:00 PM,03/11/2019,Dog,Intact Male,1 year,Chihuahua Shorthair,Tan/White,0.0
A815109,Kato,03/11/2020 07:50:00 AM,03/11/2020 07:50:00 AM,12034 Research Blvd in Austin (TX),Owner Surrender,Injured,Dog,Intact Male,2 years,Labrador Retriever,Black,Kato,03/24/2020 01:37:00 PM,03/24/2020 01:37:00 PM,05/22/2017,Dog,Neutered Male,2 years,Labrador Retriever,Black,0.0
A815108,,03/11/2020 02:00:00 AM,03/11/2020 02:00:00 AM,1106 W Dittmar in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,03/11/2020 10:19:00 AM,03/11/2020 10:19:00 AM,03/11/2018,Other,Unknown,2 years,Bat,Brown,1.0
A815107,,03/10/2020 09:28:00 PM,03/10/2020 09:28:00 PM,12201 Briarcreek Loop in Manor (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,,03/11/2020 10:16:00 AM,03/11/2020 10:16:00 AM,03/11/2019,Other,Unknown,1 year,Bat,Brown,1.0
A815106,Duke,03/10/2020 11:00:00 PM,03/10/2020 11:00:00 PM,11613 N Fm 620 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Brown/Black,Duke,03/13/2020 12:00:00 AM,03/13/2020 12:00:00 AM,03/11/2018,Dog,Intact Male,2 years,German Shepherd,Brown/Black,0.0
A815105,,03/10/2020 11:21:00 PM,03/10/2020 11:21:00 PM,11501 Staked Plains in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,,03/11/2020 10:13:00 AM,03/11/2020 10:13:00 AM,03/10/2019,Other,Unknown,1 year,Bat,Brown,1.0
A815102,,03/10/2020 06:53:00 PM,03/10/2020 06:53:00 PM,10436 Doc Holliday Trail in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Pit Bull/Australian Cattle Dog,Red/Red Tick,,03/14/2020 04:56:00 PM,03/14/2020 04:56:00 PM,12/26/2019,Dog,Spayed Female,2 months,Pit Bull/Australian Cattle Dog,Red/Red Tick,0.0
A815101,,03/10/2020 06:19:00 PM,03/10/2020 06:19:00 PM,1318 Diaz Street in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,German Shepherd,Black/Brown,,03/14/2020 06:42:00 PM,03/14/2020 06:42:00 PM,12/10/2019,Dog,Spayed Female,3 months,German Shepherd,Black/Brown,0.0
A815099,,03/10/2020 04:54:00 PM,03/10/2020 04:54:00 PM,728 Northwestern Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Tortie/White,,03/13/2020 02:09:00 PM,03/13/2020 02:09:00 PM,03/10/2019,Cat,Intact Female,1 year,Domestic Shorthair,Tortie/White,0.0
A815098,,03/10/2020 04:30:00 PM,03/10/2020 04:30:00 PM,10504 Ruidosa St in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair,Black/White,,03/15/2020 10:03:00 AM,03/15/2020 10:03:00 AM,03/10/2018,Cat,Unknown,2 years,Domestic Shorthair,Black/White,0.0
A815097,*Gomez,03/10/2020 04:30:00 PM,03/10/2020 04:30:00 PM,10504 Ruidosa St in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Black,*Gomez,03/27/2020 02:42:00 PM,03/27/2020 02:42:00 PM,03/10/2018,Cat,Intact Male,2 years,Domestic Shorthair,Black,0.0
A815096,Ashley,03/10/2020 04:41:00 PM,03/10/2020 04:41:00 PM,5201 Ross Road in Travis (TX),Stray,Normal,Dog,Spayed Female,3 years,Beagle Mix,Black/White,Ashley,03/11/2020 12:45:00 PM,03/11/2020 12:45:00 PM,03/10/2017,Dog,Spayed Female,3 years,Beagle Mix,Black/White,0.0
A815095,Lucielle,03/10/2020 04:18:00 PM,03/10/2020 04:18:00 PM,1801 East 51St Street in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,Australian Shepherd,Tricolor,Lucielle,03/10/2020 08:27:00 PM,03/10/2020 08:27:00 PM,05/10/2019,Dog,Intact Female,10 months,Australian Shepherd,Tricolor,0.0
A815092,Kelly,03/10/2020 03:45:00 PM,03/10/2020 03:45:00 PM,6855 East Highway 290 in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Skye Terrier,Brown,Kelly,03/16/2020 11:14:00 AM,03/16/2020 11:14:00 AM,09/10/2018,Dog,Spayed Female,1 year,Skye Terrier,Brown,0.0
A815087,,03/10/2020 02:19:00 PM,03/10/2020 02:19:00 PM,12812 Hill Country Boulevard in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby/White,,03/14/2020 01:48:00 PM,03/14/2020 01:48:00 PM,03/10/2019,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby/White,0.0
A815086,,03/10/2020 02:19:00 PM,03/10/2020 02:19:00 PM,12812 Hill Country Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby/White,,03/14/2020 01:48:00 PM,03/14/2020 01:48:00 PM,03/10/2019,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby/White,0.0
A815085,,03/10/2020 01:39:00 PM,03/10/2020 01:39:00 PM,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Intact Female,5 months,Domestic Shorthair Mix,Calico,,03/18/2020 04:49:00 PM,03/18/2020 04:49:00 PM,09/10/2019,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Calico,0.0
A815084,,03/10/2020 01:39:00 PM,03/10/2020 01:39:00 PM,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby,,03/18/2020 04:48:00 PM,03/18/2020 04:48:00 PM,03/10/2018,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby,0.0
A815083,Lacy,03/10/2020 01:54:00 PM,03/10/2020 01:54:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Shorthair,Torbie,Lacy,03/21/2020 01:38:00 PM,03/21/2020 01:38:00 PM,03/10/2010,Cat,Spayed Female,10 years,Domestic Shorthair,Torbie,0.0
